Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
11010770740,352,79195,,,,,,,,,,0.000,500.000,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memcpy Host-to-Device]
11010772340,544,79196,,,,,,,,,,0.000,279.412,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memcpy Host-to-Device]
11010774004,130176,79201,512,1,1,256,1,1,64,0.000,0.015,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"computeExpressions_(StepsParams *, DeviceArguments *, ExpsArguments *, DestParamsGPU *, bool)"
11010907284,352,79203,,,,,,,,,,0.000,500.000,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memcpy Host-to-Device]
11010909332,576,79204,,,,,,,,,,0.000,263.889,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memcpy Host-to-Device]
11010911092,122720,79209,512,1,1,256,1,1,64,0.000,0.015,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"computeExpressions_(StepsParams *, DeviceArguments *, ExpsArguments *, DestParamsGPU *, bool)"
11011038356,352,79211,,,,,,,,,,0.000,500.000,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memcpy Host-to-Device]
11011040532,544,79212,,,,,,,,,,0.000,279.412,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memcpy Host-to-Device]
11011042356,119776,79217,512,1,1,256,1,1,64,0.000,0.015,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"computeExpressions_(StepsParams *, DeviceArguments *, ExpsArguments *, DestParamsGPU *, bool)"
11011165332,352,79219,,,,,,,,,,0.000,500.000,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memcpy Host-to-Device]
11011167444,608,79220,,,,,,,,,,0.000,250.000,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memcpy Host-to-Device]
11011169332,121535,79225,512,1,1,256,1,1,64,0.000,0.015,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"computeExpressions_(StepsParams *, DeviceArguments *, ExpsArguments *, DestParamsGPU *, bool)"
11011294355,320,79227,,,,,,,,,,0.000,550.000,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memcpy Host-to-Device]
11011296371,544,79228,,,,,,,,,,0.000,279.412,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memcpy Host-to-Device]
11011297875,38976,79233,512,1,1,256,1,1,64,0.000,0.015,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"computeExpressions_(StepsParams *, DeviceArguments *, ExpsArguments *, DestParamsGPU *, bool)"
11011340019,11168,79236,256,1,1,256,1,1,40,0.000,0.012,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"prescan(gl64_t *, gl64_t *, bool, unsigned int, unsigned int, unsigned int)"
11011351443,6336,79238,1,1,1,128,1,1,40,0.000,0.006,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"prescan(gl64_t *, gl64_t *, bool, unsigned int, unsigned int, unsigned int)"
11011358035,2752,79240,256,1,1,512,1,1,36,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"prescan_correction(gl64_t *, gl64_t *, bool, unsigned int, unsigned int)"
11011361011,2144,79245,256,1,1,512,1,1,30,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"setPolynomial_(Goldilocks::Element *, Goldilocks::Element *, unsigned long, unsigned long, unsigned long, unsigned long)"
11011366323,19936,79265,512,4,1,256,4,1,20,0.000,0.008,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"columnMajorToPackedRowMajorKernel(gl64_t *, unsigned long, gl64_t *, unsigned long, unsigned long)"
11011386515,39904,79268,512,4,1,256,1,1,35,0.008,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"nttDifButterflyPackedKernel(gl64_t *, gl64_t *, gl64_t *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, bool, bool, bool, unsigned long, unsigned int)"
11011426675,31392,79271,512,4,1,256,1,1,35,0.008,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"nttDifButterflyPackedKernel(gl64_t *, gl64_t *, gl64_t *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, bool, bool, bool, unsigned long, unsigned int)"
11011458323,233472,79274,512,4,1,256,1,1,35,0.008,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"nttDifButterflyPackedKernel(gl64_t *, gl64_t *, gl64_t *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, bool, bool, bool, unsigned long, unsigned int)"
11011692371,170016,79278,4096,4,1,256,1,1,28,0.008,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"nttDitButterflyKernel(gl64_t *, gl64_t *, gl64_t *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, bool, bool, bool, unsigned long)"
11011863987,296384,79281,4096,4,1,256,1,1,28,0.008,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"nttDitButterflyKernel(gl64_t *, gl64_t *, gl64_t *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, bool, bool, bool, unsigned long)"
11012161235,184896,79284,4096,4,1,256,1,1,28,0.008,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"nttDitButterflyKernel(gl64_t *, gl64_t *, gl64_t *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, bool, bool, bool, unsigned long)"
11012346995,148192,79287,4096,4,1,256,4,1,22,0.000,0.008,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"rowMajorToColumnMajorKernel(gl64_t *, unsigned long, unsigned long)"
11012498995,4861340,79293,8192,1,1,128,1,1,62,0.000,0.016,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"void linearHashTiledKernel_pos1<(unsigned int)12, (unsigned int)4, (unsigned int)16, (unsigned int)4, (unsigned int)22>(unsigned long *, unsigned long *, unsigned int, unsigned int)"
